identifier,name,country,political_group,gender,parliamentary_term
131750,Mihai Ţurcanu,RO,PPE,MALE,8
33982,Marian-Jean Marinescu,RO,PPE,MALE,8
37448,Eduard-Raul Hellvig,RO,PPE,MALE,8
38420,Cristian-Silviu Buşoi,RO,PPE,MALE,8
39721,Theodor Dumitru Stolojan,RO,PPE,MALE,8
39724,Csaba Sógor,RO,PPE,MALE,8
39725,Iuliu Winkler,RO,PPE,MALE,8
96835,Traian Ungureanu,RO,PPE,MALE,8
96838,Cristian Dan Preda,RO,PPE,MALE,8
124789,Sorin Moisă,RO,NI,MALE,8
124792,Laurenţiu Rebega,RO,NI,MALE,8
96857,Cătălin Sorin Ivan,RO,NI,MALE,8
124784,Dan Nica,RO,S-D,MALE,8
124786,Damian Drăghici,RO,S-D,MALE,8
124789,Sorin Moisă,RO,S-D,MALE,8
124790,Doru-Claudian Frunzulică,RO,S-D,MALE,8
124792,Laurenţiu Rebega,RO,S-D,MALE,8
129256,Emilian Pavel,RO,S-D,MALE,8
189490,Răzvan Popa,RO,S-D,MALE,8
33984,Ioan Mircea Paşcu,RO,S-D,MALE,8
39711,Victor Boştinaru,RO,S-D,MALE,8
40224,Andi Cristea,RO,S-D,MALE,8
88882,Victor Negrescu,RO,S-D,MALE,8
96847,Claudiu Ciprian Tănăsescu,RO,S-D,MALE,8
96857,Cătălin Sorin Ivan,RO,S-D,MALE,8
124792,Laurenţiu Rebega,RO,ECR,MALE,8
125004,Franc Bogovič,SI,PPE,MALE,8
23693,Alojz Peterle,SI,PPE,MALE,8
96933,Milan Zver,SI,PPE,MALE,8
125003,Igor Šoltes,SI,VERTS-ALE,MALE,8
124926,József Nagy,SK,PPE,MALE,8
124929,Ivan Štefanec,SK,PPE,MALE,8
124930,Pál Csáky,SK,PPE,MALE,8
28178,Miroslav Mikolášik,SK,PPE,MALE,8
96651,Eduard Kukan,SK,PPE,MALE,8
28192,Vladimír Maňka,SK,S-D,MALE,8
96656,Boris Zala,SK,S-D,MALE,8
124927,Branislav Škripek,SK,ECR,MALE,8
124928,Richard Sulík,SK,ECR,MALE,8
112611,Petri Sarvamaa,FI,PPE,MALE,8
107385,Sampo Terho,FI,ECR,MALE,8
124727,Jussi Halla-aho,FI,ECR,MALE,8
114268,Nils Torvalds,FI,RENEW,MALE,8
124990,Lars Adaktusson,SE,PPE,MALE,8
194658,Anders Sellström,SE,PPE,MALE,8
28124,Gunnar Hökmark,SE,PPE,MALE,8
28126,Christofer Fjellner,SE,PPE,MALE,8
124996,Peter Lundgren,SE,NI,MALE,8
111024,Jens Nilsson,SE,S-D,MALE,8
192465,Aleksander Gabelic,SE,S-D,MALE,8
96673,Olle Ludvigsson,SE,S-D,MALE,8
124937,Peter Eriksson,SE,VERTS-ALE,MALE,8
124994,Max Andersson,SE,VERTS-ALE,MALE,8
183338,Jakop G. Dalunde,SE,VERTS-ALE,MALE,8
124996,Peter Lundgren,SE,ECR,MALE,8
124989,Fredrick Federley,SE,RENEW,MALE,8
129164,Tom Vandenkendelaere,BE,PPE,MALE,9
197420,Kris Peeters,BE,PPE,MALE,9
197458,Benoît Lutgen,BE,PPE,MALE,9
24922,Pascal Arimont,BE,PPE,MALE,9
29579,Marc Tarabella,BE,NI,MALE,9
29579,Marc Tarabella,BE,S-D,MALE,9
96648,Philippe Lamberts,BE,VERTS-ALE,MALE,9
125106,Johan Van Overtveldt,BE,ECR,MALE,9
197467,Geert Bourgeois,BE,ECR,MALE,9
197463,Olivier Chastel,BE,RENEW,MALE,9
97058,Guy Verhofstadt,BE,RENEW,MALE,9
187917,Marc Botenga,BE,THE-LEFT,MALE,9
124973,Gerolf Annemans,BE,ID,MALE,9
185771,Tom Vandendriessche,BE,ID,MALE,9
197472,Filip De Man,BE,ID,MALE,9
107212,Andrey Novakov,BG,PPE,MALE,9
124850,Emil Radev,BG,PPE,MALE,9
189525,Asim Ademov,BG,PPE,MALE,9
197836,Alexander Alexandrov Yordanov,BG,PPE,MALE,9
197839,Radan Kanev,BG,PPE,MALE,9
97968,Andrey Kovatchev,BG,PPE,MALE,9
124852,Sergei Stanishev,BG,S-D,MALE,9
197844,Petar Vitanov,BG,S-D,MALE,9
197846,Ivo Hristov,BG,S-D,MALE,9
124873,Angel Dzhambazki,BG,ECR,MALE,9
197849,Andrey Slabakov,BG,ECR,MALE,9
124866,Ilhan Kyuchyuk,BG,RENEW,MALE,9
124701,Luděk Niedermayer,CZ,PPE,MALE,9
124704,Stanislav Polčák,CZ,PPE,MALE,9
124713,Tomáš Zdechovský,CZ,PPE,MALE,9
125706,Jiří Pospíšil,CZ,PPE,MALE,9
197564,Hynek Blaško,CZ,NI,MALE,9
197539,Mikuláš Peksa,CZ,VERTS-ALE,MALE,9
197546,Marcel Kolaja,CZ,VERTS-ALE,MALE,9
197537,Alexandr Vondra,CZ,ECR,MALE,9
23712,Jan Zahradil,CZ,ECR,MALE,9
96713,Evžen Tošenovský,CZ,ECR,MALE,9
118949,Ondřej Kovařík,CZ,RENEW,MALE,9
197526,Martin Hlaváček,CZ,RENEW,MALE,9
197528,Ondřej Knotek,CZ,RENEW,MALE,9
197556,Ivan David,CZ,ID,MALE,9
197564,Hynek Blaško,CZ,ID,MALE,9
101585,Niels Fuglsang,DK,S-D,MALE,9
124872,Morten Petersen,DK,RENEW,MALE,9
197555,Søren Gade,DK,RENEW,MALE,9
197558,Asger Christensen,DK,RENEW,MALE,9
239972,Erik Poulsen,DK,RENEW,MALE,9
239973,Bergur Løkke Rasmussen,DK,RENEW,MALE,9
96709,Morten Løkkegaard,DK,RENEW,MALE,9
197571,Nikolaj Villumsen,DK,THE-LEFT,MALE,9
124875,Anders Vistisen,DK,ID,MALE,9
197570,Peter Kofod,DK,ID,MALE,9
124834,Martin Sonneborn,DE,NI,MALE,9
128483,Markus Buchheit,DE,NI,MALE,9
132191,Gunnar Beck,DE,NI,MALE,9
190518,Jörg Meuthen,DE,NI,MALE,9
197434,Martin Buschmann,DE,NI,MALE,9
197478,Lars Patrick Berg,DE,NI,MALE,9
197480,Nicolaus Fest,DE,NI,MALE,9
197481,Maximilian Krah,DE,NI,MALE,9
197482,Joachim Kuhs,DE,NI,MALE,9
197488,Guido Reil,DE,NI,MALE,9
197489,Bernhard Zimniok,DE,NI,MALE,9
229352,Malte Gallée,DE,NI,MALE,9
251874,Niels Geuking,DE,NI,MALE,9
124822,Dietmar Köster,DE,S-D,MALE,9
124837,Joachim Schuster,DE,S-D,MALE,9
185619,Tiemo Wölken,DE,S-D,MALE,9
1909,Bernd Lange,DE,S-D,MALE,9
228286,Karsten Lucke,DE,S-D,MALE,9
229839,René Repasi,DE,S-D,MALE,9
237465,Matthias Ecke,DE,S-D,MALE,9
245858,Thomas Rudner,DE,S-D,MALE,9
4267,Udo Bullmann,DE,S-D,MALE,9
96833,Jens Geier,DE,S-D,MALE,9
96842,Ismail Ertug,DE,S-D,MALE,9
96844,Norbert Neuser,DE,S-D,MALE,9
106936,Daniel Freund,DE,VERTS-ALE,MALE,9
124818,Klaus Buchner,DE,VERTS-ALE,MALE,9
193273,Romeo Franz,DE,VERTS-ALE,MALE,9
197423,Nico Semsrott,DE,VERTS-ALE,MALE,9
197431,Patrick Breyer,DE,VERTS-ALE,MALE,9
197439,Damian Boeselager,DE,VERTS-ALE,MALE,9
197448,Rasmus Andresen,DE,VERTS-ALE,MALE,9
197449,Michael Bloss,DE,VERTS-ALE,MALE,9
197460,Sergey Lagodinsky,DE,VERTS-ALE,MALE,9
197462,Erik Marquardt,DE,VERTS-ALE,MALE,9
197465,Niklas Nienaß,DE,VERTS-ALE,MALE,9
229352,Malte Gallée,DE,VERTS-ALE,MALE,9
232843,Jan Ovelgönne,DE,VERTS-ALE,MALE,9
96730,Sven Giegold,DE,VERTS-ALE,MALE,9
96739,Reinhard Bütikofer,DE,VERTS-ALE,MALE,9
96752,Martin Häusling,DE,VERTS-ALE,MALE,9
197436,Helmut Geuking,DE,ECR,MALE,9
197478,Lars Patrick Berg,DE,ECR,MALE,9
197430,Engin Eroglu,DE,RENEW,MALE,9
197432,Jan-Christoph Oetjen,DE,RENEW,MALE,9
197443,Andreas Glück,DE,RENEW,MALE,9
197445,Moritz Körner,DE,RENEW,MALE,9
251268,Michael Kauch,DE,RENEW,MALE,9
190517,Martin Schirdewan,DE,THE-LEFT,MALE,9
96646,Helmut Scholz,DE,THE-LEFT,MALE,9
128483,Markus Buchheit,DE,ID,MALE,9
132191,Gunnar Beck,DE,ID,MALE,9
190518,Jörg Meuthen,DE,ID,MALE,9
197478,Lars Patrick Berg,DE,ID,MALE,9
197480,Nicolaus Fest,DE,ID,MALE,9
197481,Maximilian Krah,DE,ID,MALE,9
197482,Joachim Kuhs,DE,ID,MALE,9
197488,Guido Reil,DE,ID,MALE,9
197489,Bernhard Zimniok,DE,ID,MALE,9
204449,Riho Terras,EE,PPE,MALE,9
197497,Sven Mikser,EE,S-D,MALE,9
197493,Jaak Madison,EE,ECR,MALE,9
124696,Andrus Ansip,EE,RENEW,MALE,9
129073,Urmas Paet,EE,RENEW,MALE,9
197493,Jaak Madison,EE,ID,MALE,9
209896,Colm Markey,IE,PPE,MALE,9
96668,Seán Kelly,IE,PPE,MALE,9
205452,Chris MacManus,IE,NI,MALE,9
209896,Colm Markey,IE,NI,MALE,9
197654,Ciarán Cuffe,IE,VERTS-ALE,MALE,9
197818,Billy Kelleher,IE,RENEW,MALE,9
204332,Barry Andrews,IE,RENEW,MALE,9
124985,Luke Ming Flanagan,IE,THE-LEFT,MALE,9
197817,Mick Wallace,IE,THE-LEFT,MALE,9
205452,Chris MacManus,IE,THE-LEFT,MALE,9
125027,Esteban González Pons,ES,PPE,MALE,9
197606,Javier Zarzalejos,ES,PPE,MALE,9
197621,Juan Ignacio Zoido Álvarez,ES,PPE,MALE,9
197777,Leopoldo López Gil,ES,PPE,MALE,9
1992,José Manuel García-Margallo y Marfil,ES,PPE,MALE,9
204400,Adrián Vázquez Lázara,ES,PPE,MALE,9
28399,Antonio López-Istúriz White,ES,PPE,MALE,9
28400,Francisco José Millán Mon,ES,PPE,MALE,9
96808,Pablo Arias Echeverría,ES,PPE,MALE,9
96936,Gabriel Mato,ES,PPE,MALE,9
202351,Carles Puigdemont i Casamajó,ES,NI,MALE,9
202352,Antoni Comín i Oliveres,ES,NI,MALE,9
96708,Oriol Junqueras i Vies,ES,NI,MALE,9
125042,Javi López,ES,S-D,MALE,9
125046,Jonás Fernández,ES,S-D,MALE,9
127096,Domènec Ruiz Devesa,ES,S-D,MALE,9
197717,Ibán García Del Blanco,ES,S-D,MALE,9
197718,Nicolás González Casares,ES,S-D,MALE,9
197721,César Luena,ES,S-D,MALE,9
197722,Nacho Sánchez Amor,ES,S-D,MALE,9
204413,Marcos Ros Sempere,ES,S-D,MALE,9
28347,Javier Moreno Sánchez,ES,S-D,MALE,9
96812,Juan Fernando López Aguilar,ES,S-D,MALE,9
124972,Ernest Urtasun,ES,VERTS-ALE,MALE,9
185974,Jordi Solé,ES,VERTS-ALE,MALE,9
197829,Jorge Buxadé Villalba,ES,ECR,MALE,9
197831,Hermann Tertsch,ES,ECR,MALE,9
125005,Javier Nart,ES,RENEW,MALE,9
126644,Jordi Cañas,ES,RENEW,MALE,9
197554,Luis Garicano,ES,RENEW,MALE,9
197779,José Ramón Bauzá Díaz,ES,RENEW,MALE,9
204400,Adrián Vázquez Lázara,ES,RENEW,MALE,9
131507,Miguel Urbán Crespo,ES,THE-LEFT,MALE,9
197684,Pernando Barrena Arza,ES,THE-LEFT,MALE,9
197828,Manu Pineda,ES,THE-LEFT,MALE,9
190774,Geoffroy Didier,FR,PPE,MALE,9
197534,François-Xavier Bellamy,FR,PPE,MALE,9
5565,Brice Hortefeux,FR,PPE,MALE,9
96747,Arnaud Danjean,FR,PPE,MALE,9
124760,Nicolas Bay,FR,NI,MALE,9
197615,Jérôme Rivière,FR,NI,MALE,9
197626,Hervé Juvin,FR,NI,MALE,9
197683,Gilbert Collard,FR,NI,MALE,9
113892,Eric Andrieu,FR,S-D,MALE,9
124693,Pascal Durand,FR,S-D,MALE,9
197694,Raphaël Glucksmann,FR,S-D,MALE,9
197698,Pierre Larrouturou,FR,S-D,MALE,9
245018,Christophe Clergeau,FR,S-D,MALE,9
197500,Mounir Satouri,FR,VERTS-ALE,MALE,9
197503,David Cormand,FR,VERTS-ALE,MALE,9
197512,Benoît Biteau,FR,VERTS-ALE,MALE,9
197574,Damien Carême,FR,VERTS-ALE,MALE,9
204420,Claude Gruffat,FR,VERTS-ALE,MALE,9
250918,François Thiollet,FR,VERTS-ALE,MALE,9
96740,Yannick Jadot,FR,VERTS-ALE,MALE,9
96750,François Alfonsi,FR,VERTS-ALE,MALE,9
124760,Nicolas Bay,FR,ECR,MALE,9
124693,Pascal Durand,FR,RENEW,MALE,9
197504,Jérémy Decerle,FR,RENEW,MALE,9
197508,Stéphane Séjourné,FR,RENEW,MALE,9
197543,Bernard Guetta,FR,RENEW,MALE,9
197551,Stéphane Bijoux,FR,RENEW,MALE,9
197557,Christophe Grudler,FR,RENEW,MALE,9
197577,Gilles Boyer,FR,RENEW,MALE,9
197585,Pierre Karleskind,FR,RENEW,MALE,9
204419,Sandro Gozi,FR,RENEW,MALE,9
234344,Max Orville,FR,RENEW,MALE,9
251859,Guy Lavocat,FR,RENEW,MALE,9
96711,Pascal Canfin,FR,RENEW,MALE,9
96885,Dominique Riquet,FR,RENEW,MALE,9
197521,Manuel Bompard,FR,THE-LEFT,MALE,9
197574,Damien Carême,FR,THE-LEFT,MALE,9
24505,Emmanuel Maurel,FR,THE-LEFT,MALE,9
30482,Younous Omarjee,FR,THE-LEFT,MALE,9
124738,Gilles Lebreton,FR,ID,MALE,9
124760,Nicolas Bay,FR,ID,MALE,9
124770,Jean-François Jalkh,FR,ID,MALE,9
131580,Jordan Bardella,FR,ID,MALE,9
197615,Jérôme Rivière,FR,ID,MALE,9
197623,Thierry Mariani,FR,ID,MALE,9
197626,Hervé Juvin,FR,ID,MALE,9
197628,Jean-Paul Garraud,FR,ID,MALE,9
197683,Gilbert Collard,FR,ID,MALE,9
197687,Philippe Olivier,FR,ID,MALE,9
197690,André Rougé,FR,ID,MALE,9
204421,Jean-Lin Lacapelle,FR,ID,MALE,9
236051,Eric Minardi,FR,ID,MALE,9
197413,Karlo Ressler,HR,PPE,MALE,9
197417,Tomislav Sokol,HR,PPE,MALE,9
197438,Mislav Kolakušić,HR,NI,MALE,9
197935,Ivan Vilibor Sinčić,HR,NI,MALE,9
112744,Tonino Picula,HR,S-D,MALE,9
197441,Predrag Fred Matić,HR,S-D,MALE,9
221463,Ladislav Ilčić,HR,ECR,MALE,9
197419,Valter Flego,HR,RENEW,MALE,9
124828,Fulvio Martusciello,IT,PPE,MALE,9
125670,Massimiliano Salini,IT,PPE,MALE,9
197797,Andrea Caroppo,IT,PPE,MALE,9
197824,Giuseppe Milazzo,IT,PPE,MALE,9
204333,Salvatore De Meo,IT,PPE,MALE,9
2187,Antonio Tajani,IT,PPE,MALE,9
239255,Matteo Gazzini,IT,PPE,MALE,9
36392,Aldo Patriciello,IT,PPE,MALE,9
4391,Silvio Berlusconi,IT,PPE,MALE,9
96787,Herbert Dorfmann,IT,PPE,MALE,9
124812,Fabio Massimo Castaldo,IT,NI,MALE,9
124844,Piernicola Pedicini,IT,NI,MALE,9
124856,Ignazio Corrao,IT,NI,MALE,9
125237,Marco Zullo,IT,NI,MALE,9
197791,Massimiliano Smeriglio,IT,NI,MALE,9
197795,Mario Furore,IT,NI,MALE,9
197797,Andrea Caroppo,IT,NI,MALE,9
197804,Dino Giarrusso,IT,NI,MALE,9
239255,Matteo Gazzini,IT,NI,MALE,9
96880,Andrea Cozzolino,IT,NI,MALE,9
124821,Nicola Danti,IT,S-D,MALE,9
124867,Brando Benifei,IT,S-D,MALE,9
192634,Giuseppe Ferrandino,IT,S-D,MALE,9
197590,Giuliano Pisapia,IT,S-D,MALE,9
197592,Pierfrancesco Majorino,IT,S-D,MALE,9
197617,Carlo Calenda,IT,S-D,MALE,9
197791,Massimiliano Smeriglio,IT,S-D,MALE,9
197801,Franco Roberti,IT,S-D,MALE,9
197808,Pietro Bartolo,IT,S-D,MALE,9
239257,Achille Variati,IT,S-D,MALE,9
96864,David Maria Sassoli,IT,S-D,MALE,9
96880,Andrea Cozzolino,IT,S-D,MALE,9
96891,Paolo De Castro,IT,S-D,MALE,9
96892,Roberto Gualtieri,IT,S-D,MALE,9
124844,Piernicola Pedicini,IT,VERTS-ALE,MALE,9
124856,Ignazio Corrao,IT,VERTS-ALE,MALE,9
197607,Pietro Fiocchi,IT,ECR,MALE,9
197820,Nicola Procaccini,IT,ECR,MALE,9
197824,Giuseppe Milazzo,IT,ECR,MALE,9
197825,Raffaele Stancanelli,IT,ECR,MALE,9
204334,Vincenzo Sofo,IT,ECR,MALE,9
239260,Denis Nesci,IT,ECR,MALE,9
4465,Raffaele Fitto,IT,ECR,MALE,9
4746,Sergio Berlato,IT,ECR,MALE,9
96810,Carlo Fidanza,IT,ECR,MALE,9
124812,Fabio Massimo Castaldo,IT,RENEW,MALE,9
124821,Nicola Danti,IT,RENEW,MALE,9
125237,Marco Zullo,IT,RENEW,MALE,9
192634,Giuseppe Ferrandino,IT,RENEW,MALE,9
197617,Carlo Calenda,IT,RENEW,MALE,9
197795,Mario Furore,IT,THE-LEFT,MALE,9
101039,Paolo Borchia,IT,ID,MALE,9
124780,Marco Zanni,IT,ID,MALE,9
183793,Angelo Ciocca,IT,ID,MALE,9
192635,Danilo Oscar Lancini,IT,ID,MALE,9
197608,Gianantonio Da Re,IT,ID,MALE,9
197614,Marco Dreosto,IT,ID,MALE,9
197787,Antonio Maria Rinaldi,IT,ID,MALE,9
197796,Massimo Casanova,IT,ID,MALE,9
197797,Andrea Caroppo,IT,ID,MALE,9
197799,Valentino Grant,IT,ID,MALE,9
197826,Matteo Adinolfi,IT,ID,MALE,9
204334,Vincenzo Sofo,IT,ID,MALE,9
239255,Matteo Gazzini,IT,ID,MALE,9
35016,Marco Campomenosi,IT,ID,MALE,9
36392,Aldo Patriciello,IT,ID,MALE,9
99283,Alessandro Panza,IT,ID,MALE,9
124691,Costas Mavrides,CY,S-D,MALE,9
124692,Demetris Papadakis,CY,S-D,MALE,9
197415,Niyazi Kizilyürek,CY,THE-LEFT,MALE,9
197416,Giorgos Georgiou,CY,THE-LEFT,MALE,9
197783,Andris Ameriks,LV,S-D,MALE,9
197810,Nils Ušakovs,LV,S-D,MALE,9
256134,Ansis Pūpols,LV,ECR,MALE,9
28615,Roberts Zīle,LV,ECR,MALE,9
197624,Ivars Ijabs,LV,RENEW,MALE,9
197841,Liudas Mažylis,LT,PPE,MALE,9
197843,Andrius Kubilius,LT,PPE,MALE,9
96698,Viktor Uspaskich,LT,NI,MALE,9
197838,Juozas Olekas,LT,S-D,MALE,9
125214,Bronis Ropė,LT,VERTS-ALE,MALE,9
197837,Stasys Jakeliūnas,LT,VERTS-ALE,MALE,9
96697,Waldemar Tomaszewski,LT,ECR,MALE,9
124766,Petras Auštrevičius,LT,RENEW,MALE,9
96698,Viktor Uspaskich,LT,RENEW,MALE,9
193419,Christophe Hansen,LU,PPE,MALE,9
197428,Nicolas Schmit,LU,S-D,MALE,9
202073,Marc Angel,LU,S-D,MALE,9
840,Charles Goerens,LU,RENEW,MALE,9
124586,Balázs Hidvéghi,HU,PPE,MALE,9
124714,Andor Deli,HU,PPE,MALE,9
124715,György Hölvényi,HU,PPE,MALE,9
197894,László Trócsányi,HU,PPE,MALE,9
213330,Ernő Schaller-Baross,HU,PPE,MALE,9
23816,András Gyürk,HU,PPE,MALE,9
23821,József Szájer,HU,PPE,MALE,9
96826,Tamás Deutsch,HU,PPE,MALE,9
96829,Ádám Kósa,HU,PPE,MALE,9
124586,Balázs Hidvéghi,HU,NI,MALE,9
124714,Andor Deli,HU,NI,MALE,9
197894,László Trócsányi,HU,NI,MALE,9
198063,Márton Gyöngyösi,HU,NI,MALE,9
213330,Ernő Schaller-Baross,HU,NI,MALE,9
23816,András Gyürk,HU,NI,MALE,9
96826,Tamás Deutsch,HU,NI,MALE,9
96829,Ádám Kósa,HU,NI,MALE,9
124705,István Ujhelyi,HU,S-D,MALE,9
124722,Csaba Molnár,HU,S-D,MALE,9
197584,Sándor Rónai,HU,S-D,MALE,9
197587,Attila Ara-Kovács,HU,S-D,MALE,9
28122,David Casa,MT,PPE,MALE,9
209091,Cyrus Engerer,MT,NI,MALE,9
124781,Alfred Sant,MT,S-D,MALE,9
197403,Alex Agius Saliba,MT,S-D,MALE,9
209091,Cyrus Engerer,MT,S-D,MALE,9
197778,Tom Berendsen,NL,PPE,MALE,9
253043,Henk Jan Ormel,NL,PPE,MALE,9
4560,Antonius Manders,NL,PPE,MALE,9
95074,Jeroen Lenaers,NL,PPE,MALE,9
96809,Peter van Dalen,NL,PPE,MALE,9
125025,Marcel de Graaff,NL,NI,MALE,9
218347,Thijs Reuten,NL,NI,MALE,9
218349,Michiel Hoogeveen,NL,NI,MALE,9
125020,Paul Tang,NL,S-D,MALE,9
197782,Mohammed Chahim,NL,S-D,MALE,9
218347,Thijs Reuten,NL,S-D,MALE,9
96725,Bas Eickhout,NL,VERTS-ALE,MALE,9
197709,Robert Roos,NL,ECR,MALE,9
197773,Bert-Jan Ruissen,NL,ECR,MALE,9
197776,Rob Rooken,NL,ECR,MALE,9
218349,Michiel Hoogeveen,NL,ECR,MALE,9
97133,Derk Jan Eppink,NL,ECR,MALE,9
197780,Bart Groothuis,NL,RENEW,MALE,9
197781,Malik Azmani,NL,RENEW,MALE,9
58789,Jan Huitema,NL,RENEW,MALE,9
125025,Marcel de Graaff,NL,ID,MALE,9
190713,Lukas Mandl,AT,PPE,MALE,9
197648,Alexander Bernhuber,AT,PPE,MALE,9
204368,Christian Sagartz,AT,PPE,MALE,9
249443,Wolfram Pirchner,AT,PPE,MALE,9
4246,Othmar Karas,AT,PPE,MALE,9
197670,Andreas Schieder,AT,S-D,MALE,9
197677,Günther Sidl,AT,S-D,MALE,9
197682,Hannes Heide,AT,S-D,MALE,9
190464,Thomas Waitz,AT,VERTS-ALE,MALE,9
125001,Harald Vilimsky,AT,ID,MALE,9
198176,Roman Haider,AT,ID,MALE,9
38511,Georg Mayer,AT,ID,MALE,9
124895,Krzysztof Hetman,PL,PPE,MALE,9
197492,Bartosz Arłukowicz,PL,PPE,MALE,9
197510,Jarosław Duda-Latoszewski,PL,PPE,MALE,9
197513,Tomasz Frankowski,PL,PPE,MALE,9
197514,Andrzej Halicki,PL,PPE,MALE,9
197517,Adam Jarubas,PL,PPE,MALE,9
197523,Łukasz Kohut,PL,PPE,MALE,9
197548,Radosław Sikorski,PL,PPE,MALE,9
23781,Janusz Lewandowski,PL,PPE,MALE,9
250235,Witold Pahl,PL,PPE,MALE,9
250237,Włodzimierz Karpiński,PL,PPE,MALE,9
251324,Krzysztof Brejza,PL,PPE,MALE,9
28269,Jerzy Buzek,PL,PPE,MALE,9
28288,Jan Olbrycht,PL,PPE,MALE,9
96771,Jarosław Kalinowski,PL,PPE,MALE,9
197523,Łukasz Kohut,PL,NI,MALE,9
197495,Marek Paweł Balt,PL,S-D,MALE,9
197496,Marek Belka,PL,S-D,MALE,9
197498,Robert Biedroń,PL,S-D,MALE,9
197507,Włodzimierz Cimoszewicz,PL,S-D,MALE,9
197523,Łukasz Kohut,PL,S-D,MALE,9
197540,Leszek Miller,PL,S-D,MALE,9
